time_millisecond_,latitude,longitude,height_above_takeoff_feet_,height_above_ground_at_drone_location_feet_,ground_elevation_at_drone_location_feet_,altitude_above_seaLevel_feet_,height_sonar_feet_,speed_mph_,distance_feet_,mileage_feet_,satellites,gpslevel,max_altitude_feet_,max_ascent_feet_,max_speed_mph_,max_distance_feet_,xSpeed_mph_,ySpeed_mph_,zSpeed_mph_,compass_heading_degrees_,pitch_degrees_,roll_degrees_,isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator_percent_,rc_aileron_percent_,rc_throttle_percent_,rc_rudder_percent_,gimbal_heading_degrees_,gimbal_pitch_degrees_,altitude_feet_,ascent_feet_,flycStateRaw,flycState
2400,51.5197564237162,5.86043104858325,0,0,96.112833784272,96.112833784272,0,0,0.0477280199,0.056342521488,27,5,96.112833784272,0,0,0.0477280199,0,0,0,336,4,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
2600,51.5197564190965,5.86043108028092,0,0,96.112833784272,96.112833784272,0,0,0.05498851882,0.06373359784,26,5,96.112833784272,0,0,0.05498851882,0,0,0,336,4,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
2800,51.5197564138878,5.86043110765637,0,0,96.112833784272,96.112833784272,0,0,0.06145341404,0.070232613796,26,5,96.112833784272,0,0,0.06145341404,0,0,0,336,4,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
3000,51.5197564084147,5.86043113085245,0,0,96.112833784272,96.112833784272,0,0,0.067082679312,0.07586450374,26,5,96.112833784272,0,0,0.067082679312,0,0,0,336.1,4,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
3200,51.5197564117076,5.86043115067716,0,0,96.112833784272,96.112833784272,0,0,0.070841865784,0.080522640372,26,5,96.112833784272,0,0,0.070841865784,0,0,0,336.1,4,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
3400,51.5197564349967,5.86043116807874,0,0,96.112833784272,96.112833784272,0,0,0.07223425428,0.08989337558,26,5,96.112833784272,0,0,0.07223425428,0,0,0,336,4,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
3600,51.5197564547167,5.86043118291779,0,0,96.112833784272,96.112833784272,0,0,0.07434547482,0.09783792964,26,5,96.112833784272,0,0,0.07434547482,0,0,0,336,4,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
3800,51.5197564702924,5.86043119583969,0,0,96.112833784272,96.112833784272,0,0,0.0768290707,0.104232942968,27,5,96.112833784272,0,0,0.0768290707,0,0,0,336.1,4,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
4000,51.5197564815289,5.86043120914794,0,0,96.112833784272,96.112833784272,0,0,0.079799543236,0.1093257909,27,5,96.112833784272,0,0,0.079799543236,0,0,0,336.1,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
4200,51.5197564887787,5.86043121987216,0,0,96.112833784272,96.112833784272,0,0,0.082312010508,0.112920935372,27,5,96.112833784272,0,0,0.082312010508,0,0,0,336.1,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
4400,51.5197564925685,5.86043122832212,0,0,96.112833784272,96.112833784272,0,0,0.0843011838,0.11528543676,27,5,96.112833784272,0,0,0.0843011838,0,0,0,336.1,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
4600,51.519756495251,5.8604312254111,0,0,96.112833784272,96.112833784272,0,0,0.08370735176,0.11646653916,27,5,96.112833784272,0,0,0.0843011838,0,0,0,336.1,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
4800,51.5197564959246,5.86043119951568,0,0,96.112833784272,96.112833784272,0,0,0.077864831888,0.122350397616,27,5,96.112833784272,0,0,0.0843011838,0,0,0,336.1,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
5000,51.5197565026389,5.86043117428369,0,0,96.112833784272,96.112833784272,0,0,0.072414044312,0.128580712776,27,5,96.112833784272,0,0,0.0843011838,0,0,0,336.1,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
5200,51.5197565186312,5.86043115097058,0,0,96.112833784272,96.112833784272,0,0,0.068174542864,0.1364583377,27,5,96.112833784272,0,0,0.0843011838,0,0,0,336.1,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
5400,51.5197565185947,5.86043112943437,0,0,96.112833784272,96.112833784272,0,0,0.063404857672,0.141347445468,26,5,96.112833784272,0,0,0.0843011838,0,0,0,336.1,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
5600,51.5197565283782,5.86043110796356,0,0,96.112833784272,96.112833784272,0,0,0.059662731568,0.147389112328,26,5,96.112833784272,0,0,0.0843011838,0,0,0,336.1,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
5800,51.5197565218255,5.86043108783425,0,0,96.112833784272,96.112833784272,0,0,0.054588584424,0.152546592808,26,5,96.112833784272,0,0,0.0843011838,0,0,0,336.1,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
6000,51.5197565353013,5.86043106751993,0,0,96.112833784272,96.112833784272,0,0,0.051950132896,0.159287734756,26,5,96.112833784272,0,0,0.0843011838,0,0,0,336.1,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
6200,51.5197565446585,5.8604310503111,0,0,96.112833784272,96.112833784272,0,0,0.049949804748,0.164476055132,26,5,96.112833784272,0,0,0.0843011838,0,0,0,336.1,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
6400,51.5197565507249,5.86043103394727,0,0,96.112833784272,96.112833784272,0,0,0.047912403108,0.168800530336,26,5,96.112833784272,0,0,0.0843011838,0,0,0,336.1,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
6600,51.5197565548521,5.86043101318119,0,0,96.112833784272,96.112833784272,0,0,0.044967849208,0.173749349392,26,5,96.112833784272,0,0,0.0843011838,0,0,0,336.1,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
6800,51.5197565580529,5.86043097750722,0,0,96.112833784272,96.112833784272,0,0,0.039778216496,0.181932092436,27,5,96.112833784272,0,0,0.0843011838,0,0,0,336.1,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
7000,51.5197565590584,5.86043095118328,0,0,96.112833784272,96.112833784272,0,0,0.036253282,0.187919625436,26,5,96.112833784272,0,0,0.0843011838,0,0,0,336.1,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
7200,51.5197565578665,5.8604309404823,0,0,96.112833784272,96.112833784272,0,0,0.03452099848,0.190387473284,26,5,96.112833784272,0,0,0.0843011838,0,0,0,336.1,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
7400,51.5197565544012,5.86043094794786,0,0,96.112833784272,96.112833784272,0,0,0.034448163832,0.192501974664,26,5,96.112833784272,0,0,0.0843011838,0,0,0,336.1,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
7600,51.5197565485554,5.86043093550095,0,0,96.112833784272,96.112833784272,0,0,0.0310688002068,0.196042329108,26,5,96.112833784272,0,0,0.0843011838,0,0,0,336.1,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
7800,51.5197565406031,5.86043092689438,0,0,96.112833784272,96.112833784272,0,0,0.0275711294912,0.199540360716,26,5,96.112833784272,0,0,0.0843011838,0,0,0,336.1,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
8000,51.5197565320555,5.86043091876539,0,0,96.112833784272,96.112833784272,0,0,0.0239582356748,0.203164048496,26,5,96.112833784272,0,0,0.0843011838,0,0,0,336.1,4.1,-1.4,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
8200,51.5197565238302,5.86043091212159,0,0,96.112833784272,96.112833784272,0,0,0.0206442263824,0.206522972488,26,5,96.112833784272,0,0,0.0843011838,0,0,0,336.1,4.1,-1.4,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
8400,51.5197565158501,5.86043090826059,0,0,96.112833784272,96.112833784272,0,0,0.0178178155308,0.209563655,26,5,96.112833784272,0,0,0.0843011838,0,0,0,336.1,4.1,-1.4,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
8600,51.5197565171566,5.86043090406659,0,0,96.112833784272,96.112833784272,0,0,0.0175991475448,0.21062828758,26,5,96.112833784272,0,0,0.0843011838,0,0,0,336.1,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
8800,51.5197565293998,5.86043089746926,0,0,96.112833784272,96.112833784272,0,0,0.0206484258576,0.21533957382,26,5,96.112833784272,0,0,0.0843011838,0,0,0,336.1,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
9000,51.5197565194354,5.86043089100874,0,0,96.112833784272,96.112833784272,0,0,0.0167397971236,0.219259849536,26,5,96.112833784272,0,0,0.0843011838,0,0,0,336.1,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
9200,51.5197565119436,5.86043087960646,0,0,96.112833784272,96.112833784272,0,0,0.0131753941224,0.223024285352,26,5,96.112833784272,0,0,0.0843011838,0,0,0,336.1,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
9400,51.519756506705,5.86043086025244,0,0,96.112833784272,96.112833784272,0,0,0.0103041669964,0.227815952172,27,5,96.112833784272,0,0,0.0843011838,0,0,0,336.1,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
9600,51.5197565131451,5.86043086869895,0,0,96.112833784272,96.112833784272,0,0,0.0128824807272,0.230848760668,26,5,96.112833784272,0,0,0.0843011838,0,0,0,336.1,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
9800,51.5197565404232,5.86043087085705,0,0,96.112833784272,96.112833784272,0,0,0.022786910178,0.240813327916,27,5,96.112833784272,0,0,0.0843011838,0,0,0,336.1,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
10000,51.5197565647629,5.86043085414042,0,0,96.112833784272,96.112833784272,0,0,0.0314802831596,0.250470480456,27,5,96.112833784272,0,0,0.0843011838,0,0,0,336.1,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
10200,51.5197565854316,5.86043084052239,0,0,96.112833784272,96.112833784272,0,0,0.039205053748,0.258620743184,27,5,96.112833784272,0,0,0.0843011838,0,0,0,336.1,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
10400,51.5197566027689,5.86043082745335,0,0,96.112833784272,96.112833784272,0,0,0.04585301984,0.265607620048,26,5,96.112833784272,0,0,0.0843011838,0,0,0,336.1,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
10600,51.5197566164535,5.86043081683067,0,0,96.112833784272,96.112833784272,0,0,0.051176510824,0.271152239648,26,5,96.112833784272,0,0,0.0843011838,0,0,0,336.1,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
10800,51.5197566269522,5.86043080729564,0,0,96.112833784272,96.112833784272,0,0,0.055354660564,0.275552174172,26,5,96.112833784272,0,0,0.0843011838,0,0,0,336.1,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
11000,51.5197566358275,5.86043079929916,0,0,96.112833784272,96.112833784272,0,0,0.058908466452,0.279264444632,26,5,96.112833784272,0,0,0.0843011838,0,0,0,336.1,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
11200,51.5197566438526,5.86043079261921,0,0,96.112833784272,96.112833784272,0,0,0.06210794162,0.282561688832,26,5,96.112833784272,0,0,0.0843011838,0,0,0,336.1,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
11400,51.5197566511912,5.8604307858145,0,0,96.112833784272,96.112833784272,0,0,0.065081694996,0.28565289628,26,5,96.112833784272,0,0,0.0843011838,0,0,0,336.1,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
11600,51.5197566565166,5.86043077945638,0,0,96.112833784272,96.112833784272,0,0,0.067330710816,0.288073500032,26,5,96.112833784272,0,0,0.0843011838,0,0,0,336.1,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
11800,51.5197566610121,5.860430773988,0,0,96.112833784272,96.112833784272,0,0,0.069244424788,0.290130586712,26,5,96.112833784272,0,0,0.0843011838,0,0,0,336.1,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
12000,51.5197566649026,5.86043076899289,0,0,96.112833784272,96.112833784272,0,0,0.070923886784,0.29194718782,26,5,96.112833784272,0,0,0.0843011838,0,0,0,336.1,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
12200,51.5197566686142,5.86043075480436,0,0,96.112833784272,96.112833784272,0,0,0.073186682132,0.295441610504,26,5,96.112833784272,0,0,0.0843011838,0,0,0,336.1,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
12400,51.5197566711307,5.86043072369612,0,0,96.112833784272,96.112833784272,0,0,0.076578742608,0.302563329892,26,5,96.112833784272,0,0,0.0843011838,0,0,0,336.1,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
12600,51.5197566733495,5.86043070962032,0,0,96.112833784272,96.112833784272,0,0,0.078634188868,0.305859917924,26,5,96.112833784272,0,0,0.0843011838,0,0,0,336.1,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
12800,51.5197566753617,5.86043071133612,0,0,96.112833784272,96.112833784272,0,0,0.079134188884,0.306690954696,26,5,96.112833784272,0,0,0.0843011838,0,0,0,336.1,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
13000,51.5197566770258,5.86043070251099,0,0,96.112833784272,96.112833784272,0,0,0.080541669244,0.3087844587,26,5,96.112833784272,0,0,0.0843011838,0,0,0,336.1,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
13200,51.5197566780913,5.86043071790334,0,0,96.112833784272,96.112833784272,0,0,0.079432089156,0.312300534928,26,5,96.112833784272,0,0,0.0843011838,0,0,0,336.1,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
13400,51.5197566784062,5.86043072405236,0,0,96.112833784272,96.112833784272,0,0,0.078990816176,0.313701125524,26,5,96.112833784272,0,0,0.0843011838,0,0,0,336.1,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
13600,51.5197566783355,5.8604307182613,0,0,96.112833784272,96.112833784272,0,0,0.079481301756,0.315016086196,26,5,96.112833784272,0,0,0.0843011838,0,0,0,336.2,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
13800,51.5197566782006,5.86043072537493,0,0,96.112833784272,96.112833784272,0,0,0.078806432968,0.316631899896,26,5,96.112833784272,0,0,0.0843011838,0,0,0,336.1,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
14000,51.5197566768898,5.86043071045671,0,0,96.112833784272,96.112833784272,0,0,0.079724083916,0.320052175596,26,5,96.112833784272,0,0,0.0843011838,0,0,0,336.2,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
14200,51.5197566753981,5.86043069651686,0,0,96.112833784272,96.112833784272,0,0,0.080616472396,0.323263461788,26,5,96.112833784272,0,0,0.0843011838,0,0,0,336.2,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
14400,51.5197566734266,5.86043068473424,0,0,96.112833784272,96.112833784272,0,0,0.081234910736,0.326033475,26,5,96.112833784272,0,0,0.0843011838,0,0,0,336.1,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
14600,51.5197566718021,5.86043068463959,0,0,96.112833784272,96.112833784272,0,0,0.080727036704,0.326626322788,26,5,96.112833784272,0,0,0.0843011838,0,0,0,336.1,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
14800,51.5197566712282,5.86043070503221,0,0,96.112833784272,96.112833784272,0,0,0.078390094372,0.33125985312,26,5,96.112833784272,0,0,0.0843011838,0,0,0,336.2,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
15000,51.5197566708608,5.8604307212317,0,0,96.112833784272,96.112833784272,0,0,0.07671260088,0.3349409556,26,5,96.112833784272,0,0,0.0843011838,0,0,0,336.2,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
15200,51.5197566703404,5.86043073190859,0,0,96.112833784272,96.112833784272,0,0,0.075590225516,0.33737205804,26,5,96.112833784272,0,0,0.0843011838,0,0,0,336.2,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
15400,51.5197566796955,5.86043073819185,0,0,96.112833784272,96.112833784272,0,0,0.078255251848,0.34107284556,26,5,96.112833784272,0,0,0.0843011838,0,0,0,336.2,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
15600,51.5197566999187,5.86043074380651,0,0,96.112833784272,96.112833784272,0,0,0.084817588016,0.34855972244,26,5,96.112833784272,0,0,0.084817588016,0,0,0,336.2,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
15800,51.5197566962403,5.86043074968534,0,0,96.112833784272,96.112833784272,0,0,0.083137141768,0.35045276712,26,5,96.112833784272,0,0,0.084817588016,0,0,0,336.2,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
16000,51.5197567021087,5.8604307560753,0,0,96.112833784272,96.112833784272,0,0,0.084778874104,0.35303806904,26,5,96.112833784272,0,0,0.084817588016,0,0,0,336.1,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
16200,51.5197567268167,5.86043076181301,0,0,96.112833784272,96.112833784272,0,0,0.093172903244,0.36214568088,26,5,96.112833784272,0,0,0.093172903244,0,0,0,336.1,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
16400,51.5197567388821,5.86043076610252,0,0,96.112833784272,96.112833784272,0,0,0.09724573802,0.36665355504,26,5,96.112833784272,0,0,0.09724573802,0,0,0,336.1,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
16600,51.5197567275427,5.86043077991674,0,0,96.112833784272,96.112833784272,0,0,0.092559386164,0.37184712476,26,5,96.112833784272,0,0,0.09724573802,0,0,0,336.1,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
16800,51.5197567170836,5.86043081185707,0,0,96.112833784272,96.112833784272,0,0,0.087663716716,0.38003938224,26,5,96.112833784272,0,0,0.09724573802,0,0,0,336.1,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
17000,51.5197567067701,5.86043083838064,0,0,96.112833784272,96.112833784272,0,0,0.083396328128,0.38714240084,26,5,96.112833784272,0,0,0.09724573802,0,0,0,336.1,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
17200,51.5197566966944,5.86043085955803,0,0,96.112833784272,96.112833784272,0,0,0.07960630176,0.3931922698,26,5,96.112833784272,0,0,0.09724573802,0,0,0,336.1,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
17400,51.5197566872311,5.8604308770164,0,0,96.112833784272,96.112833784272,0,0,0.076278873832,0.39845145632,26,5,96.112833784272,0,0,0.09724573802,0,0,0,336.1,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
17600,51.5197566784822,5.86043089027991,0,0,96.112833784272,96.112833784272,0,0,0.0733349761,0.4028379394,26,5,96.112833784272,0,0,0.09724573802,0,0,0,336.2,4.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,336.2,0.1,96.112833784272,0,10,Assisted_Takeoff
